id,precio
107358879,325000
92757239,91600
105714238,695000
105530754,850000
105560405,300000
106309624,195000
105525174,1875000
106562019,485000
101895549,89200
107424869,836000
107802553,207000
107267336,365000
106797287,129000
105074185,525000
106707985,435000
107637536,119000
105849742,650000
107204297,246000
97019309,525000
106896732,485000
107919664,249000
105183103,395000
105945451,138000
107716430,295000
86195608,140000
105833395,500000
107772711,340000
94436165,1850000
101601298,61000
94649893,74000
105527268,335000
88661622,140000
101601298,61000
105527268,335000
107690323,460000
107867635,92500
107961550,92500
104266041,695000
107835972,790000
105359433,136000
106714860,900000
27022334,850000
106966082,850000
97084062,550000
107139246,388000
107170945,850000
96354875,395000
106304278,155000
107885071,499000
103930734,1000000
105424863,500000
107533821,315000
107082075,375000
31919470,850000
106077103,1200000
107163300,131250
107352218,377200
106915916,75000
104993029,790000
107376236,250000
104166530,397000
105706051,700000
30944167,1950000
105055940,955000
107600455,1550000
107085935,183750
105520741,1490000
94752685,465000
105530789,650000
107457414,352000
107908471,118500
107765625,268000
105815891,210000
37471730,599000
101601593,90000
101601592,85500
104719266,298000
107913249,194000
106748858,160000
107955160,141400
107314296,79000
106668685,330000
107236465,145000
107361025,140000
107898276,355000
91614604,1875000
106391635,179500
96855348,525000
106915334,108000
107857219,127000
106421320,75000
106421320,75000
96855348,525000
91614604,1875000
107180289,425000
107798315,127000
97496727,1250000
104450813,136000
102291131,179000
107875632,525000
105613805,125000
101775670,1500000
102633199,695000
99591593,1850000
102968605,93000
92493175,3300000
104853672,121000
96938499,170000
84717034,850000
103241842,298000
106723900,399500
106495767,549000
101645842,900000
101352207,157000
100802248,339000
106164451,339000
107793564,169000
93390529,1378000
104432776,170000
107935694,445000
106218771,955000
101645842,900000
101895692,111500
96668692,691900
106323088,160000
105328252,230000
106776457,294000
107611610,165000
105727287,550000
104891474,99800
83078892,1250000
107598911,425000
107559171,260000
105184713,108000
93131531,3100000
105074217,570000
97506929,1470000
106508417,350000
107159194,179500
107931871,320000
100524091,440000
105238613,112000
107306082,135000
103327219,3600000
106432062,529000
106596274,425000
102050592,3200000
106431999,549000
103711442,125000
96997688,395000
107379213,157500
97506810,850000
107159391,310000
106432041,525000
101236339,145000
105180280,114500
106446744,525000
107791846,212000
105491027,1000000
106798173,188500
107210943,207900
104695511,525000
107545178,189000
103774517,1250000
100907968,2000000
97506846,990000
106308391,167000
105996155,525000
103268489,2450000
96817225,1275000
107605528,180000
107808470,240000
107183011,118000
105455345,955000
107689625,759000
96536735,1600000
96536726,950000
102207056,133000
96536781,1380000
105528338,500000
107553137,160000
96536735,1600000
107553137,160000
105528338,500000
102207056,133000
96536726,950000
106792226,399500
105113786,80000
105410113,112000
107020128,160000
107279628,289000
90876563,95000
100579384,390000
106803037,176000
107757063,499000
107803510,169000
106608608,103000
93176741,525000
106410379,75000
103479370,725000
106970245,215000
103592721,862000
106427741,295000
107219181,96000
107218564,134400
107901037,295000
105573901,85000
106323262,331000
107894422,146000
107695613,129800
106458610,175000
107563379,650000
106461214,399000
106323201,300000
106632647,228000
107695613,129800
107636857,179000
107894422,146000
106458610,175000
107712678,155000
106723952,525000
87962217,125000
106680226,190000
33950034,1850000
101601294,90000
106552955,299500
102281305,585000
101601295,90000
107660224,280000
106258735,155000
107660260,195000
103211522,590000
106959641,340000
106815353,187000
107906196,295000
94435970,790000
101125919,124000
107660249,325000
84717088,525000
87760687,1500000
107785164,93000
107906196,295000
106841401,173000
107577466,836000
107149396,525000
106358090,599000
106084797,850000
105811124,174000
106788262,170000
104810242,211600
106839668,178500
107800125,240000
107910832,336000
107910061,189000
107617874,129000
106357861,880000
97506790,1850000
99423853,185000
106915348,500000
105377058,48000
96887760,1850000
106915917,75000
107501977,192400
87561504,950000
106914604,162000
106915137,52000
107169890,207900
107501960,180000
105622634,290000
106797519,495000
103985736,335000
107058477,132000
96536723,1850000
107128280,160000
106915406,159600
105403775,105000
107785210,161000
107058579,132000
105113772,82000
106432113,199500
107379133,145000
107747153,268000
107287376,103000
99149958,375000
104891505,69600
107924431,240000
106085172,198000
107265615,103000
107124812,154000
102717688,48000
106452912,399000
104912979,108000
106657420,135000
103163058,65200
106658230,118400
37352400,998000
104890661,125000
104913859,65200
106435407,180000
105794881,500000
105721389,385000
104913859,65200
103163058,65200
106140316,135000
104890661,125000
107170976,1000000
106608506,146000
106364526,75000
105617924,63300
104889541,72000
104025910,192400
104891099,106300
38758293,979400
106942582,135000
105529410,52000
107265663,87000
104888437,93200
106657305,63300
103130064,138500
106176728,162000
96536669,1500000
104890990,138500
106704466,180000
105582486,89300
107501225,89300
104889877,109700
102828466,159600
105181565,165000
33951235,1850000
106907753,194000
99448869,315000
103078870,1000000
106824889,210000
86613389,79500
106419600,134000
107871200,146000
107673666,108100
105842282,159000
105873812,124500
106841232,184000
106436207,187000
106841327,168000
105226537,160000
107704882,499000
106192185,150000
102291199,98400
102328752,103000
107755037,110000
107670748,168000
102818663,204000
105710518,948765
105118087,160000
33770859,950000
102617787,160000
107620931,121900
107827638,375000
107942004,160000
104278256,82000
107668938,127500
107360097,95000
105550268,75000
